Date;US10YR;SPX;JPY;GOLD;GBP;AUD;CAD;OIL;MXWO;GABI;GABIHY;VIX
2009-01-30;2.8403;822.5;89.92;927.85;1.2813;0.6375;1.2296;45.88;838.83;351.9;1413.102;44.84
2009-02-06;2.9917;867.75;91.9;911.5;1.294;0.6753;1.2193;46.21;870.74;350.346;1386.344;43.37
2009-02-13;2.8894;820;91.93;941.7;1.2862;0.6568;1.2354;44.81;837.02;348.868;1407.818;42.93
2009-02-20;2.7879;769.5;93.35;992.9;1.2826;0.6454;1.252;41.89;772.84;364.816;1453.929;49.3
2009-02-27;3.0131;734.25;97.58;942.32;1.2669;0.639;1.2763;46.35;750.86;363.345;1494.04;46.35
2009-03-06;2.8717;687.75;98.26;939.37;1.2653;0.6405;1.2872;44.85;697.5;388.364;1601.668;49.33
2009-03-13;2.8902;757.75;97.95;929.73;1.2928;0.6582;1.2718;44.93;756.41;389.428;1542.006;42.36
2009-03-20;2.6344;789.4;95.94;952.23;1.3582;0.6869;1.2407;51.22;789.93;386.739;1520.179;45.89
2009-03-27;2.7571;816;97.86;923.15;1.3287;0.6942;1.2421;51.98;824.69;383.707;1437.219;41.04
2009-04-03;2.8853;840.5;100.32;893.15;1.3486;0.7151;1.2298;53.47;854.9;368.819;1382.146;39.7
2009-04-10;2.9226;852.5;100.25;881.65;1.3189;0.7196;1.2257;54.06;861.96;359.126;1345.359;36.53
2009-04-17;2.9451;866.75;99.16;868.85;1.3044;0.7225;1.2132;53.35;881.27;343.545;1267.396;33.94
2009-04-24;2.9903;866.5;97.17;912.83;1.3242;0.7232;1.2096;51.67;882.26;338.113;1259.121;36.82
2009-05-01;3.1533;876;99.12;886.55;1.3273;0.7306;1.1852;52.85;896.22;317.96;1156.541;35.3
2009-05-08;3.2856;924.75;98.47;916.65;1.3634;0.7686;1.1494;58.14;953.57;292.098;1067.791;32.05
2009-05-15;3.1341;883;95.21;931.78;1.3495;0.7491;1.1776;55.98;920.85;290.581;1122.682;33.12
2009-05-22;3.4495;885;94.78;957.35;1.3998;0.7827;1.1195;60.78;941.25;276.378;1062.898;32.63
2009-05-29;3.4594;918;95.34;979.18;1.4158;0.8011;1.0915;65.52;970;256.518;1002.015;28.92
2009-06-05;3.8279;940.5;98.64;955.33;1.3968;0.7932;1.119;68.34;982.29;238.01;911.956;29.62
2009-06-12;3.7916;944.75;98.44;939.3;1.4016;0.8124;1.119;70.92;994.39;228.141;890.692;28.15
2009-06-19;3.7808;926.15;96.27;934.03;1.3937;0.806;1.1352;69.19;964.8;229.085;927.511;27.99
2009-06-26;3.5363;914;95.19;939.6;1.4056;0.8079;1.1524;68.92;963.77;230.564;955.871;25.93
2009-07-03;3.4985;893.25;96.04;932.5;1.398;0.7969;1.1607;65.61;946.8;226.903;909.231;27.95
2009-07-10;3.3026;874.25;92.55;913.05;1.3936;0.7788;1.1638;60.52;921.4;226.335;936.763;29.02
2009-07-17;3.6433;937;94.2;937.5;1.4102;0.8024;1.1134;65.38;982.5;211.301;894.436;24.34
2009-07-24;3.6578;977.75;94.79;951.35;1.4202;0.8172;1.0868;70.32;1027.49;198.362;847.952;23.09
2009-07-31;3.4796;984.5;94.68;954;1.4257;0.8359;1.0776;71.7;1044.75;185.525;802.272;25.92
2009-08-07;3.8502;1006.5;97.57;954.95;1.4183;0.8372;1.0813;73.59;1063.21;175.634;739.578;24.76
2009-08-14;3.5688;1005.75;94.94;948.67;1.4203;0.8329;1.0982;72.41;1063.98;176.374;776.644;24.27
2009-08-21;3.5649;1025.25;94.38;953.78;1.4326;0.8348;1.0812;74.19;1080.57;177.4;788.454;25.01
2009-08-28;3.4456;1027.5;93.6;955.1;1.4303;0.8411;1.0917;72.79;1094.09;176.604;783.315;24.76
2009-09-04;3.4378;1014;93.01;994.4;1.4297;0.8507;1.0897;66.82;1075.41;177.6;780.284;25.26
2009-09-11;3.347;1041.5;90.71;1005.3;1.4571;0.8634;1.0768;67.69;1119.22;171.091;752.399;24.15
2009-09-18;3.4632;1071.57;91.29;1007.47;1.4712;0.8675;1.0692;71.32;1139.43;164.913;690.269;23.92
2009-09-25;3.3184;1041;89.64;990.9;1.4689;0.868;1.091;65.11;1115.4;166.544;687.133;25.61
2009-10-02;3.2188;1021.75;89.81;1002.75;1.4576;0.8652;1.0797;68.07;1088.9;169.59;707.818;28.68
2009-10-09;3.3802;1068;89.79;1049.25;1.4732;0.9038;1.0422;70;1139.84;163.821;673.561;23.12
2009-10-16;3.4115;1082;90.89;1053.55;1.4905;0.9165;1.037;76.99;1156.2;161.817;664.066;21.43
2009-10-23;3.49;1077;92.06;1055.45;1.5008;0.9224;1.0538;78.92;1153.42;157.135;647.684;22.27
2009-10-30;3.3828;1033;90.09;1045.45;1.4719;0.8997;1.0848;75.2;1106.17;158.393;663.825;30.69
2009-11-06;3.4971;1066.25;89.88;1095.2;1.4847;0.9189;1.0753;75.87;1132.19;156.286;664.441;24.19
2009-11-13;3.4177;1091.5;89.66;1118.65;1.4903;0.933;1.0516;75.55;1158.26;155.335;658.866;23.36
2009-11-20;3.3656;1090;88.89;1150.6;1.4862;0.9147;1.0706;77.2;1145.72;155.916;663.401;22.19
2009-11-27;3.2051;1089.5;86.53;1177.63;1.4988;0.9063;1.0618;77.18;1144.58;158.839;673.792;24.74
2009-12-04;3.4722;1108;90.56;1161.43;1.4858;0.9147;1.058;77.52;1168.9;155.564;634.433;21.25
2009-12-11;3.5498;1108;89.1;1115.38;1.4615;0.9127;1.0601;71.88;1155.54;150.327;621.683;21.59
2009-12-18;3.5368;1102.38;90.5;1113.2;1.4338;0.8902;1.0664;73.75;1144.11;143.771;607.831;21.68
2009-12-25;3.803;1122;91.3;1105.45;1.4411;0.8842;1.0499;76.31;1171.56;143.143;582.816;19.47
2010-01-01;3.835;1110.75;93.04;1097.35;1.4324;0.898;1.0528;77.93;1168.47;144.147;575.861;21.68
2010-01-08;3.8297;1141.5;92.66;1138.23;1.4409;0.9248;1.0298;81.37;1198.26;132.369;544.192;18.13
2010-01-15;3.6744;1132.25;90.77;1130.93;1.4387;0.9228;1.0291;77.11;1195.66;133.664;557.428;17.91
2010-01-22;3.6071;1091;89.82;1093.23;1.4139;0.9007;1.0578;72.83;1149.89;138.729;581.716;27.31
2010-01-29;3.5844;1070.5;90.27;1081.2;1.3863;0.8838;1.0704;71.46;1119.54;140.717;588.261;24.62
2010-02-05;3.5654;1059.75;89.25;1066.25;1.3678;0.8684;1.0716;69.59;1095.48;147.833;611.369;26.11
2010-02-12;3.6928;1079;89.96;1097.1;1.3632;0.8878;1.0503;72.9;1107.32;148.539;624.238;22.73
2010-02-19;3.7726;1106.25;91.52;1119.2;1.3613;0.8988;1.0391;78.19;1134.45;144.837;592.27;20.02
2010-02-26;3.6117;1103.5;88.97;1117.59;1.3631;0.8954;1.0517;77.59;1133.35;143.06;594.036;19.5
2010-03-05;3.6796;1136.5;90.28;1134.9;1.3626;0.9077;1.0288;79.89;1170.46;137.369;565.592;17.42
2010-03-12;3.7006;1151.25;90.56;1101.85;1.3769;0.9152;1.0193;79.39;1187.37;133.704;544.027;17.58
2010-03-19;3.6892;1172.95;90.55;1107.05;1.353;0.9154;1.0173;79.88;1190.78;131.139;535.082;16.97
2010-03-26;3.8468;1163.5;92.52;1107.25;1.341;0.9041;1.0266;79.29;1193.41;128.267;520.926;17.77
2010-04-02;3.9446;1173.75;94.61;1123.8;1.3504;0.9194;1.0111;84.01;1212.76;126.895;517.383;17.47
2010-04-09;3.8825;1192.5;93.18;1161.75;1.35;0.9332;1.0027;84.83;1223.32;123.95;508.19;16.14
2010-04-16;3.7626;1190.25;92.17;1137.41;1.3503;0.9243;1.0128;85.99;1222.25;121.738;502.175;18.36
2010-04-23;3.8092;1212.25;93.97;1157.73;1.3384;0.9278;0.9991;87.25;1225.38;122.407;495.745;16.62
2010-04-30;3.6532;1183.5;93.85;1179.03;1.3294;0.9243;1.0179;87.44;1198.56;129.361;508.007;22.05
2010-05-07;3.4255;1107;91.59;1208.4;1.2755;0.888;1.0439;78.27;1099.58;158.002;591.677;40.95
2010-05-14;3.4534;1135.25;92.47;1232.98;1.2358;0.8859;1.0356;77.18;1123.78;150.753;572.963;31.24
2010-05-21;3.2379;1084.5;90;1177.08;1.257;0.8318;1.0595;71.68;1073.61;164.412;638.069;40.1
2010-05-28;3.2922;1088.5;91.06;1214.73;1.2273;0.8474;1.0546;74.02;1080.3;170.707;633.29;32.07
2010-06-04;3.2023;1066;91.9;1220.03;1.1967;0.8234;1.0629;72.09;1060.27;173.541;646.407;35.48
2010-06-11;3.2346;1089.25;91.65;1226.58;1.2112;0.8503;1.0322;74.35;1080.68;178.093;654.974;28.79
2010-06-18;3.2195;1118.83;90.71;1256.8;1.2388;0.872;1.0218;78.22;1115.35;172.511;622.055;23.95
2010-06-25;3.1078;1074.75;89.23;1255.68;1.2369;0.8741;1.0355;78.12;1079.52;173.765;630.904;28.53
2010-07-02;2.977;1014.25;87.75;1211.65;1.2566;0.8416;1.0624;71.65;1036.62;174.531;652.66;30.12
2010-07-09;3.052;1072.5;88.62;1211.71;1.2641;0.8776;1.0337;75.42;1091.53;169.386;627.454;24.98
2010-07-16;2.9215;1063;86.57;1193;1.293;0.8689;1.0582;75.37;1089.89;165.69;622.106;26.25
2010-07-23;2.9943;1100.5;87.46;1189.14;1.2909;0.8957;1.0358;77.45;1117.45;160.829;600.088;23.47
2010-07-30;2.9052;1098.25;86.47;1181;1.3052;0.9042;1.0297;78.18;1124.83;155.257;597.251;23.5
2010-08-06;2.8166;1119.5;85.51;1205.4;1.328;0.9183;1.0274;80.16;1152.25;153.032;593.113;21.74
2010-08-13;2.6716;1076;86.2;1215.43;1.2754;0.8929;1.0419;75.11;1103.56;156.941;614.209;26.24
2010-08-20;2.6106;1070.25;85.62;1227.89;1.2712;0.8939;1.0475;74.26;1093.77;156.26;612.349;25.49
2010-08-27;2.6447;1063.75;85.23;1237.83;1.2763;0.8989;1.0508;76.65;1089.24;158.544;615.217;24.45
2010-09-03;2.697;1103.5;84.31;1246.55;1.2896;0.9166;1.0388;76.67;1131.49;159.862;600.869;21.31
2010-09-10;2.7917;1109.75;84.15;1245.98;1.2679;0.9266;1.037;78.16;1139.02;157.409;587.499;21.99
2010-09-17;2.7372;1133;85.86;1274.18;1.305;0.9363;1.033;78.21;1156.1;159.625;583.056;22.01
2010-09-24;2.605;1143.25;84.21;1296.63;1.3492;0.9592;1.0241;78.87;1183.03;160.495;587.454;21.71
2010-10-01;2.5097;1142.25;83.22;1319.03;1.3791;0.9724;1.0197;83.75;1184.19;159.326;581.253;22.5
2010-10-08;2.392;1160.5;81.93;1346.85;1.3939;0.985;1.0111;84.03;1209.77;157.554;574.533;20.71
2010-10-15;2.5597;1175;81.45;1368.4;1.3977;0.9907;1.0104;82.45;1223.43;155.102;556.682;19.03
2010-10-22;2.5541;1180.75;81.38;1328.55;1.3954;0.9828;1.0259;82.96;1222.96;154.709;559.046;18.78
2010-10-29;2.5993;1179.75;80.4;1359.4;1.3947;0.9835;1.0194;83.15;1222.23;152.232;549.519;21.2
2010-11-05;2.5304;1222;81.26;1393.63;1.4032;1.0159;1.0001;88.11;1264.73;148.698;537.558;18.26
2010-11-12;2.7871;1195.5;82.53;1368.75;1.3691;0.9847;1.0123;86.34;1236.35;150.793;532.804;20.61
2010-11-19;2.8713;1198.25;83.55;1353.63;1.3673;0.9866;1.0168;84.34;1235.33;152.532;539.965;18.04
2010-11-26;2.8663;1183.25;84.1;1363.8;1.3242;0.9645;1.0213;85.58;1210.36;159.293;553.868;22.22
2010-12-03;3.0055;1223.5;82.53;1414.08;1.3414;0.9931;1.0039;91.42;1247.15;162.047;545.862;18.01
2010-12-10;3.319;1241;83.95;1386.13;1.3226;0.9853;1.0091;90.48;1256.52;155.797;516.226;17.61
2010-12-17;3.3279;1242.35;83.98;1375.38;1.3188;0.9882;1.014;91.67;1257.84;156.586;523.028;16.11
2010-12-24;3.3933;1253;82.88;1384.65;1.3122;1.0045;1.0083;93.77;1274.42;153.022;512.597;16.47
2010-12-31;3.2935;1253;81.12;1421.4;1.3384;1.0233;0.998;94.75;1280.07;152.275;511.981;17.75
2011-01-07;3.3237;1267.5;83.15;1369.54;1.2907;0.9959;0.9935;93.33;1281.41;151.803;499.223;17.14
2011-01-14;3.3231;1289.5;82.87;1361.85;1.3388;0.9888;0.9909;98.68;1309;149.763;492.842;15.46
2011-01-21;3.4042;1279.75;82.57;1342.68;1.3621;0.9898;0.9931;97.6;1302.54;145.215;487.111;18.47
2011-01-28;3.3214;1271.5;82.12;1336.78;1.3611;0.994;1.0013;99.42;1302.13;146.555;492.338;20.04
2011-02-04;3.6356;1307.25;82.18;1348.93;1.3581;1.0138;0.9873;99.83;1331.65;138.722;453.363;15.93
2011-02-11;3.6288;1327.25;83.43;1356.95;1.3554;1.0021;0.9874;101.43;1340.99;136.485;448.916;15.69
2011-02-18;3.5799;1342.5;83.18;1389.99;1.3693;1.0147;0.9868;102.52;1362.62;136.219;450.638;16.43
2011-02-25;3.4125;1318.75;81.68;1410.65;1.3754;1.0177;0.9774;112.14;1341.3;139.875;466.658;19.22
2011-03-04;3.49;1320.25;82.32;1430.95;1.3987;1.0138;0.9734;115.97;1348.44;137.901;459.736;19.06
2011-03-11;3.4025;1306;81.84;1417.65;1.3903;1.0138;0.9732;113.84;1315.07;140.931;474.947;20.08
2011-03-18;3.2678;1291;80.58;1418.56;1.4182;0.9959;0.9843;113.93;1287.13;143.232;491.652;24.44
2011-03-25;3.4388;1310;81.34;1429.88;1.4088;1.026;0.9805;115.59;1325.85;139.056;471.045;17.91
2011-04-01;3.4422;1327.75;84.06;1428.73;1.4237;1.0387;0.9632;118.7;1341.45;138.575;462.169;17.4
2011-04-08;3.5772;1323.75;84.76;1474.91;1.4483;1.0564;0.9554;126.65;1351.43;132.988;444.999;17.87
2011-04-15;3.4079;1318.75;83.13;1486.88;1.443;1.0568;0.9592;123.45;1338.04;136.465;461.525;15.32
2011-04-22;3.3907;1331;81.88;1507.04;1.4561;1.0738;0.9545;123.99;1361.03;136.159;462.523;14.69
2011-04-29;3.2863;1359.75;81.19;1563.7;1.4807;1.0971;0.9451;125.89;1388.62;135.912;464.16;14.75
2011-05-06;3.1459;1334.5;80.63;1495.58;1.4316;1.07;0.9666;109.13;1359.27;134.926;472.134;18.4
2011-05-13;3.1709;1334;80.8;1495.15;1.4119;1.0573;0.9686;113.83;1343.17;136.785;471.911;17.07
2011-05-20;3.1451;1327.75;81.7;1512.23;1.4161;1.066;0.9742;112.39;1336.65;138.072;474.228;17.43
2011-05-27;3.0735;1330;80.8;1536.4;1.4319;1.0706;0.9761;115.03;1338.47;142.537;489.865;15.98
2011-06-03;2.9859;1296.25;80.34;1542.28;1.4635;1.0716;0.9778;115.84;1320.11;144.537;496.347;17.95
2011-06-10;2.9693;1269.25;80.32;1531.27;1.4347;1.0537;0.9799;118.78;1288.49;148.097;510.59;18.86
2011-06-17;2.9445;1279.4;80.05;1539.4;1.4306;1.0623;0.9794;113.21;1280.58;152.643;529.741;21.85
2011-06-24;2.8636;1264;80.43;1502.55;1.4188;1.0491;0.9886;105.12;1275.45;157.768;544.972;21.1
2011-07-01;3.1823;1334.75;80.83;1487.43;1.4526;1.077;0.9585;111.77;1343.81;148.715;500.759;15.87
2011-07-08;3.0268;1341.75;80.64;1544.15;1.4265;1.0755;0.9627;118.33;1343.13;152.102;510.925;15.95
2011-07-15;2.9058;1315;79.13;1593.6;1.4157;1.0653;0.9532;117.26;1313.17;158.498;528.697;19.53
2011-07-22;2.9621;1341;78.54;1601.33;1.436;1.0851;0.948;118.67;1348.69;154.105;515.629;17.52
2011-07-29;2.7961;1288.5;76.76;1627.05;1.4398;1.0993;0.9552;116.74;1306.05;155.424;528.318;25.25
2011-08-05;2.5585;1197.75;78.4;1663.95;1.4282;1.0442;0.982;109.37;1194.05;167.511;581.108;32
2011-08-12;2.2548;1176.75;76.71;1746.68;1.4248;1.0355;0.9873;108.03;1180.82;194.047;666.385;36.36
2011-08-19;2.0623;1124;76.55;1852.07;1.4397;1.0406;0.9901;108.62;1131.69;198.231;670.806;43.05
2011-08-26;2.1899;1176;76.64;1827.15;1.4499;1.0573;0.9813;111.36;1163.02;208.527;687.959;35.59
2011-09-02;1.9857;1169.25;76.8;1882.96;1.4205;1.0645;0.9853;112.33;1175.26;203.225;675.976;33.92
2011-09-09;1.9183;1158;77.61;1855.57;1.3656;1.047;0.9967;112.77;1134.68;213.961;694.692;38.52
2011-09-16;2.0479;1216.74;76.79;1811.38;1.3796;1.0361;0.9781;112.22;1176.03;218.676;697.547;30.98
2011-09-23;1.8334;1129.75;76.61;1656.74;1.35;0.9779;1.0281;103.97;1094.92;237.741;754.9;41.25
2011-09-30;1.9154;1126;77.06;1623.79;1.3387;0.9662;1.0503;102.76;1104.06;237.408;775.136;42.96
2011-10-07;2.0764;1155;76.73;1637.85;1.3378;0.9768;1.0395;105.88;1126.15;239.044;781.819;36.2
2011-10-14;2.2477;1219.25;77.22;1680.95;1.3882;1.034;1.0098;114.68;1186.4;224.821;722.122;28.24
2011-10-21;2.2192;1235.25;76.29;1641.85;1.3896;1.0376;1.0066;109.56;1194.33;216.887;695.963;31.32
2011-10-28;2.3167;1281;75.82;1743.42;1.4147;1.07;0.9917;109.91;1254.2;200.884;642.904;24.53
2011-11-04;2.0327;1251;78.24;1754.65;1.3792;1.0375;1.0188;111.97;1203.07;210.445;681.61;30.16
2011-11-11;2.0564;1261.5;77.2;1788.63;1.375;1.0276;1.0104;114.16;1205.46;222.249;697.469;30.04
2011-11-18;2.0104;1214;76.91;1723.92;1.3525;1.0008;1.0276;107.56;1157.5;237.674;715.933;32
2011-11-25;1.9635;1153.5;77.73;1683.52;1.3239;0.9711;1.0468;106.4;1097.81;252.52;750.798;34.47
2011-12-02;2.0331;1243.5;77.99;1746.59;1.3391;1.0215;1.0195;109.94;1187.64;244.14;716.864;27.52
2011-12-09;2.0611;1258.75;77.65;1711.47;1.3386;1.0216;1.0169;108.62;1187.29;241.277;707.632;26.38
2011-12-16;1.8474;1225.05;77.76;1598.95;1.3046;0.9983;1.0383;103.35;1146.48;244.393;726.977;24.29
2011-12-23;2.0244;1260.25;78.09;1606.88;1.3044;1.0151;1.0206;107.96;1182.24;239.496;704.098;20.73
2011-12-30;1.8762;1252.5;76.91;1564.91;1.2961;1.0209;1.0213;107.38;1182.59;237.653;712.841;23.4
2012-01-06;1.9578;1274.25;76.97;1617.08;1.2717;1.0228;1.0284;113.06;1191.67;233.656;696.292;20.63
2012-01-13;1.8636;1289;76.97;1638.92;1.268;1.0322;1.0232;110.44;1201.06;232.775;699.995;20.91
2012-01-20;2.0246;1310.75;77.01;1666.6;1.2931;1.0484;1.0132;109.86;1235.64;223.693;671.886;18.28
2012-01-27;1.891;1312.5;76.7;1738.95;1.322;1.0658;1.0018;111.46;1246.04;215.173;658.662;18.53
2012-02-03;1.9224;1339;76.6;1726.33;1.3158;1.0771;0.9934;114.58;1273.74;203.987;637.443;17.1
2012-02-10;1.9862;1340.5;77.61;1721.85;1.3197;1.0673;1.0014;117.31;1269.66;200.441;631.977;20.79
2012-02-17;2.0017;1359.75;79.55;1723.49;1.314;1.0706;0.9968;119.58;1288.05;199.568;624.048;17.78
2012-02-24;1.9757;1363.25;81.2;1772.35;1.3448;1.0694;0.9993;125.47;1300.57;195.48;606.401;17.31
2012-03-02;1.9739;1368.75;81.81;1712.45;1.3198;1.0733;0.9893;123.65;1298.5;186.78;607.84;17.29
2012-03-09;2.0279;1372.5;82.46;1713.85;1.3123;1.0576;0.9905;125.98;1291.86;188.624;611.109;17.11
2012-03-16;2.294;1405.11;83.43;1659.98;1.3175;1.059;0.9917;125.81;1320.96;179.259;588.209;14.47
2012-03-23;2.2317;1394;82.35;1661.7;1.327;1.0467;0.9978;125.13;1308.25;182.018;602.798;14.82
2012-03-30;2.2088;1403.25;82.87;1668.15;1.3343;1.0346;0.9987;122.88;1312.01;183.342;609.649;15.5
2012-04-06;2.0545;1390.25;81.64;1640.3;1.3096;1.0307;0.9972;123.43;1289.03;187.206;617.903;16.7
2012-04-13;1.9823;1365;80.93;1658.38;1.3078;1.037;0.9997;121.83;1268.35;193.75;641.27;19.55
2012-04-20;1.9629;1375.25;81.52;1643.05;1.3219;1.038;0.9924;118.76;1281.71;195.147;637.141;17.44
2012-04-27;1.9348;1398.5;80.27;1662.85;1.3255;1.0471;0.9804;119.83;1298.71;195.248;625.427;16.32
2012-05-04;1.8786;1362.5;79.85;1642.35;1.3084;1.0182;0.9961;113.18;1264.99;191.969;616.514;19.16
2012-05-11;1.8376;1350;79.94;1579.35;1.2917;1.002;1.0005;112.26;1242.4;197.614;629.633;19.89
2012-05-18;1.7226;1290.75;79.02;1593.03;1.278;0.9844;1.0222;107.14;1178.43;213.491;677.123;25.1
2012-05-25;1.738;1315;79.68;1573;1.2517;0.9758;1.0293;106.83;1188.56;215.172;682.997;21.76
