Date;US10YR;SPX;JPY;GOLD;GBP;AUD;CAD;OIL;MXWO;GABI;GABIHY;VIX
2015-09-25;2.1623;1919.25;120.59;1146.2;1.1195;0.7024;1.3337;48.6;1594.7;174.187;634.382;23.62
2015-10-02;1.9929;1943;119.91;1138.6;1.1216;0.7045;1.3152;48.13;1607.13;179.919;682.241;20.94
2015-10-09;2.0881;2007.5;120.27;1156.53;1.1358;0.7336;1.2945;52.65;1673.77;170.663;628.914;17.08
2015-10-16;2.0334;2025.5;119.44;1177.3;1.1348;0.7264;1.2914;50.46;1683.55;170.343;630.834;15.05
2015-10-23;2.0866;2066;121.47;1164.45;1.1018;0.7216;1.3166;47.99;1706.61;167.149;618.374;14.46
2015-10-30;2.1421;2073.75;120.62;1142.11;1.1006;0.7138;1.308;49.56;1705.8;165.942;608.007;15.07
2015-11-06;2.3252;2093.75;123.13;1089.8;1.0741;0.7043;1.3306;47.42;1704.39;160.468;596.463;14.33
2015-11-13;2.2658;2018.5;122.61;1083.91;1.0773;0.7127;1.3323;43.61;1654.3;165.718;625.849;20.08
2015-11-20;2.2623;2088.75;122.81;1078.01;1.0646;0.7239;1.3346;44.66;1702.83;164.404;625.458;15.47
2015-11-27;2.2201;2090;122.8;1057.45;1.0593;0.7193;1.3371;44.86;1700.29;165.958;634.333;15.12
2015-12-04;2.2693;2088.5;123.11;1086.44;1.0881;0.7339;1.3362;43;1694.78;163.851;634.827;14.81
2015-12-11;2.127;2009.75;121.01;1074.77;1.0986;0.7189;1.3756;37.93;1637.83;172.315;686.191;24.39
2015-12-18;2.204;2029.72;121.16;1066.25;1.0868;0.7176;1.3957;36.88;1633.75;174.562;697.534;20.7
2015-12-25;2.241;2051.25;120.33;1076.1;1.096;0.728;1.3824;37.89;1673.3;172.945;688.132;15.74
2016-01-01;2.2694;2035.5;120.55;1061.1;1.0856;0.7303;1.3855;37.28;1662.79;171.658;680.365;18.21
2016-01-08;2.1156;1911.5;117.26;1104.15;1.0922;0.6953;1.4172;33.55;1561.47;177.106;707.504;27.01
2016-01-15;2.0347;1875;116.98;1088.88;1.0916;0.6864;1.4541;28.94;1521;187.939;764.425;27.02
2016-01-22;2.0519;1899.25;118.78;1097.95;1.0796;0.7002;1.4119;32.18;1536.79;193.447;764.855;22.34
2016-01-29;1.9209;1930;121.14;1118.21;1.0831;0.7084;1.3976;34.74;1562.18;196.933;757.111;20.2
2016-02-05;1.8357;1875.25;116.87;1173.4;1.1158;0.7067;1.3917;34.06;1523.87;199.59;777.763;23.38
2016-02-12;1.7481;1858.25;113.25;1237.97;1.1256;0.7112;1.385;33.36;1486.45;211.399;824.367;25.4
2016-02-19;1.7449;1914.5;112.63;1226.8;1.113;0.7148;1.3766;33.01;1538.17;207.23;792.405;20.53
2016-02-26;1.7623;1942.75;114;1223.46;1.0934;0.7126;1.3513;35.1;1554.47;204.349;764.857;19.81
2016-03-04;1.8741;1995;113.74;1258.95;1.1005;0.7439;1.3317;38.72;1608.04;189.268;701.148;16.86
2016-03-11;1.9839;2020;113.86;1249.45;1.1156;0.7565;1.3209;40.39;1626.17;177.217;670.686;16.5
2016-03-18;1.8732;2050.07;111.55;1255.4;1.127;0.7608;1.3004;41.2;1645.57;170.824;666.368;14.02
2016-03-25;1.9;2028.5;113.08;1217.05;1.1167;0.7507;1.327;40.44;1623.71;169.041;678.533;14.74
2016-04-01;1.7705;2065;111.69;1222.6;1.1391;0.7677;1.3011;38.67;1640.14;167.075;674.431;13.1
2016-04-08;1.7167;2040.75;108.07;1240.69;1.1399;0.7556;1.2988;41.94;1632.2;167.284;678.355;15.36
2016-04-15;1.7518;2075;108.76;1233.99;1.1284;0.7725;1.2822;43.1;1670.47;163.005;646.207;13.62
2016-04-22;1.8878;2086;111.79;1233.03;1.1222;0.7708;1.2672;45.11;1686.17;153.966;619.707;13.22
2016-04-29;1.8333;2059;106.5;1293.53;1.1451;0.7603;1.2556;48.13;1670.8;152.978;607.35;15.7
2016-05-06;1.7789;2052.75;107.12;1288.99;1.1404;0.7366;1.2909;45.37;1643.19;156.487;630.316;14.72
2016-05-13;1.7001;2043.5;108.63;1273.45;1.1309;0.7271;1.294;47.83;1635.92;160.404;625.88;15.04
2016-05-20;1.8384;2050;110.15;1251.98;1.1224;0.7222;1.3113;48.72;1639.85;159.884;616.611;15.2
2016-05-27;1.851;2097.25;110.31;1212.38;1.1115;0.7182;1.3021;49.32;1676.07;158.497;605.237;13.12
2016-06-03;1.7004;2097.75;106.53;1244.2;1.1367;0.7367;1.2937;49.64;1678.58;159.546;597.206;13.47
2016-06-10;1.6404;2096.25;106.97;1274.24;1.1251;0.7373;1.2783;50.54;1665.22;159.708;590.204;17.03
2016-06-17;1.6078;2079.12;104.16;1298.65;1.1277;0.7387;1.2894;49.17;1635.78;164.739;611.224;19.41
2016-06-24;1.5599;2018.5;102.22;1315.75;1.1117;0.7466;1.3004;48.41;1608.79;165.051;615.275;25.76
2016-07-01;1.4441;2096.25;102.52;1341.35;1.1136;0.7498;1.2912;50.35;1660.26;163.277;598.923;14.77
2016-07-08;1.3579;2120.5;100.54;1366.33;1.1051;0.7569;1.3044;46.76;1662.32;159.634;589.681;13.2
2016-07-15;1.5509;2152.75;104.88;1337.45;1.1035;0.7578;1.2974;47.61;1700.57;150.086;556.409;12.67
2016-07-22;1.5663;2167.5;106.13;1322.73;1.0977;0.7462;1.3127;45.69;1706.97;149.156;552.425;12.02
2016-07-29;1.4531;2168.25;102.06;1351.28;1.1174;0.7596;1.303;42.46;1721.79;152.843;565.838;11.87
2016-08-05;1.5885;2176.75;101.82;1336;1.1086;0.7619;1.3172;44.27;1716.65;149.496;550.1;11.39
2016-08-12;1.5135;2180.25;101.3;1335.97;1.1162;0.7652;1.2951;46.97;1736.1;147.774;541.158;11.55
2016-08-19;1.5781;2181.75;100.22;1341.47;1.1325;0.7627;1.2871;50.88;1731.85;143.917;528.877;11.34
2016-08-26;1.6296;2168.5;101.84;1321.18;1.1198;0.7564;1.3003;49.92;1726.08;143.303;522.202;13.65
2016-09-02;1.6024;2178;103.92;1325.21;1.1156;0.7573;1.2993;46.83;1734.6;144.486;521.842;11.98
2016-09-09;1.6749;2122.75;102.69;1327.83;1.1233;0.7541;1.3049;48.01;1707.94;145.326;520.872;17.5
2016-09-16;1.6926;2139.96;102.29;1310.35;1.1155;0.7491;1.3212;45.77;1696.31;147.905;536.979;15.37
2016-09-23;1.6184;2158;101.02;1337.56;1.1226;0.7623;1.3172;45.89;1729.7;146.188;524.944;12.29
2016-09-30;1.5944;2160.5;101.35;1315.87;1.1235;0.7664;1.3127;49.06;1725.67;147;517.167;13.29
2016-10-07;1.7181;2146.5;102.98;1257.08;1.1201;0.7582;1.3296;51.93;1712.4;143.467;503.582;13.48
2016-10-14;1.7977;2127;104.18;1251.03;1.0972;0.7618;1.3139;51.95;1693.71;142.072;502.288;16.12
2016-10-21;1.7347;2134.75;103.8;1266.46;1.0884;0.7608;1.3332;51.78;1701.16;141.304;497.804;13.34
2016-10-28;1.8468;2123.75;104.74;1275.47;1.0985;0.7599;1.3398;49.71;1690.96;142.119;501.539;16.19
2016-11-04;1.7762;2080;103.12;1305.06;1.1141;0.7673;1.3404;45.58;1660.12;144.22;521.571;22.51
2016-11-11;2.1501;2161.5;106.65;1227.64;1.0855;0.7546;1.3542;44.75;1696.99;140.071;504.107;14.17
2016-11-18;2.3548;2180.75;110.91;1207.89;1.0588;0.7338;1.3505;46.86;1697.35;142.837;502.203;12.85
2016-11-25;2.3572;2211.25;113.22;1183.56;1.0589;0.7443;1.3519;47.24;1720.84;143.858;495.293;12.34
2016-12-02;2.3831;2192;113.51;1177.43;1.0664;0.7457;1.3292;54.46;1708.94;142.227;491.231;14.12
2016-12-09;2.4675;2260;115.32;1159.86;1.0561;0.7449;1.3179;54.33;1760.12;138.093;464.535;11.75
2016-12-16;2.5916;2268.63;117.93;1134.88;1.0451;0.7304;1.3336;55.21;1754.74;134.77;457.105;12.2
2016-12-23;2.5373;2260;117.33;1133.3;1.0456;0.7176;1.3533;55.16;1759.15;133.705;454.42;11.44
2016-12-30;2.4443;2236.25;116.96;1147.5;1.0517;0.7208;1.3441;56.82;1751.22;134.204;455.083;14.04
2017-01-06;2.4193;2271.5;117.02;1172.63;1.0532;0.7301;1.3237;57.1;1783.1;132.529;438.918;11.32
2017-01-13;2.3964;2272.5;114.49;1197.34;1.0643;0.7502;1.3114;55.45;1788.23;132.755;440.8;11.23
2017-01-20;2.4668;2266;114.62;1210.32;1.0703;0.7555;1.332;55.49;1782.71;132.572;439.603;11.54
2017-01-27;2.4843;2289;115.1;1191.2;1.0699;0.7551;1.3153;55.52;1803.39;132.027;432.669;10.58
2017-02-03;2.4648;2291;112.61;1220.3;1.0783;0.768;1.3023;56.81;1805.51;131.767;448.448;10.97
2017-02-10;2.4073;2312.75;113.22;1233.62;1.0643;0.7674;1.3083;56.7;1814.71;134.633;451.034;10.85
2017-02-17;2.4146;2348;112.84;1234.6;1.0616;0.7664;1.3096;55.81;1836.5;133.337;450.593;11.49
2017-02-24;2.3117;2365;112.12;1257.19;1.0563;0.7676;1.3091;55.99;1840.8;134.339;450.16;11.47
2017-03-03;2.478;2381.25;114.04;1234.81;1.0622;0.7596;1.338;55.9;1848.98;128.454;432.113;10.96
2017-03-10;2.5745;2371.75;114.79;1204.64;1.0673;0.7542;1.3471;51.37;1845.88;130.726;446.33;11.66
2017-03-17;2.5005;2385.8;112.7;1229.26;1.0738;0.7704;1.335;51.76;1863.08;130.43;448.973;11.28
2017-03-24;2.4123;2344.75;111.34;1243.57;1.0798;0.7623;1.3378;50.8;1845.81;131.093;458.412;12.96
2017-03-31;2.3874;2359.25;111.39;1249.2;1.0652;0.7629;1.3318;52.83;1853.69;131.291;451.441;12.37
2017-04-07;2.3822;2352.25;111.09;1254.53;1.0591;0.75;1.3398;55.24;1845.46;131.966;446.62;12.87
2017-04-14;2.2374;2327.5;108.64;1285.69;1.0618;0.7579;1.3325;55.89;1832.28;134.152;459.18;15.96
2017-04-21;2.248;2347.5;109.09;1284.44;1.0728;0.7541;1.3498;51.96;1842.06;134.15;456.909;14.63
2017-04-28;2.2802;2380.5;111.49;1268.28;1.0895;0.7488;1.3653;51.73;1878.28;128.729;437.808;10.82
2017-05-05;2.3487;2397.75;112.71;1228.01;1.0998;0.7424;1.3652;49.1;1896.75;126.007;436.063;10.57
2017-05-12;2.3257;2388.75;113.38;1228.43;1.0931;0.7387;1.371;50.84;1892.97;124.908;433.664;10.4
2017-05-19;2.2346;2381.5;111.26;1255.93;1.1206;0.7459;1.3511;53.61;1894.77;125.086;441.62;12.04
2017-05-26;2.2465;2413.75;111.33;1266.76;1.1183;0.7448;1.3446;52.15;1912.21;125.505;435.165;9.81
2017-06-02;2.1591;2437.75;110.4;1279.17;1.1279;0.7443;1.3487;49.95;1935.21;125.632;437.524;9.75
2017-06-09;2.2005;2430.5;110.32;1266.76;1.1195;0.7527;1.347;48.15;1922.79;124.257;438.591;10.7
2017-06-16;2.1514;2434.89;110.88;1253.73;1.1198;0.7621;1.3213;47.37;1923.24;123.146;442.451;10.38
2017-06-23;2.1423;2435;111.28;1256.71;1.1194;0.7568;1.3267;45.54;1925.02;122.748;450.57;10.02
2017-06-30;2.3037;2421;112.39;1241.61;1.1426;0.7689;1.2964;47.92;1916.43;118.781;436.479;11.18
2017-07-07;2.3856;2422.5;113.92;1212.46;1.1401;0.7601;1.2876;46.71;1913.18;118.124;440.756;11.19
2017-07-14;2.3319;2456;112.53;1228.7;1.147;0.7832;1.2644;48.91;1948.07;115.972;434.151;9.51
2017-07-21;2.2375;2469.5;111.13;1254.98;1.1663;0.7916;1.2539;48.06;1958.77;115.122;433.148;9.36
2017-07-28;2.2889;2470.25;110.68;1269.64;1.1751;0.7987;1.2433;52.52;1960.32;113.838;430.32;10.29
2017-08-04;2.262;2472;110.69;1258.88;1.1773;0.7922;1.2645;52.42;1967.77;113.729;427.017;10.03
2017-08-11;2.1888;2440;109.19;1289.31;1.1821;0.7894;1.2677;52.1;1937.73;120.963;447.622;15.51
2017-08-18;2.1939;2426.75;109.18;1284.13;1.1761;0.7929;1.2585;52.72;1930.41;119.321;445.111;14.26
2017-08-25;2.1659;2442.5;109.36;1291.35;1.1924;0.7932;1.2481;52.41;1944.56;119.059;441.599;11.28
2017-09-01;2.1657;2474.25;110.25;1325.23;1.186;0.7975;1.2394;52.75;1965.79;121.731;436.998;10.13
2017-09-08;2.0507;2462.5;107.84;1346.59;1.2036;0.806;1.2159;53.78;1964.52;124.391;443.534;12.12
2017-09-15;2.2023;2496;110.83;1320.18;1.1945;0.8002;1.2198;55.62;1987.72;119.427;429.01;10.17
2017-09-22;2.2499;2499.5;111.99;1297.3;1.1951;0.7962;1.2339;56.86;1994.58;116.951;425.422;9.59
2017-09-29;2.3336;2516;112.51;1279.75;1.1814;0.7834;1.2472;57.54;2000.55;113.774;415.82;9.51
2017-10-06;2.3589;2545;112.65;1276.68;1.173;0.7767;1.2529;55.62;2014.02;111.307;412.039;9.65
2017-10-13;2.273;2552.75;111.82;1303.82;1.182;0.7887;1.2468;57.17;2028.01;112.336;416.705;9.61
2017-10-20;2.3845;2574;113.52;1280.47;1.1784;0.7817;1.2627;57.75;2035.58;108.625;406.834;9.97
2017-10-27;2.4064;2578.5;113.67;1273.35;1.1608;0.7677;1.2808;60.44;2034.6;108.26;410.3;9.8
2017-11-03;2.3325;2582.75;114.07;1269.91;1.1608;0.765;1.2764;62.07;2045.47;109.604;416.647;9.14
2017-11-10;2.3984;2579.5;113.53;1275.07;1.1665;0.7661;1.2682;63.52;2040.25;112.627;429.861;11.29
2017-11-17;2.3435;2576.25;112.1;1292.42;1.179;0.7564;1.2763;62.72;2033.18;114.473;430.318;11.43
2017-11-24;2.3418;2601;111.53;1288.37;1.1933;0.7617;1.2712;63.86;2059.54;112.429;426.126;9.67
2017-12-01;2.3615;2644;112.17;1280.62;1.1896;0.7613;1.2685;63.73;2069.37;112.222;421.783;11.43
2017-12-08;2.376;2651;113.48;1248.49;1.1773;0.7509;1.2848;63.4;2073.46;110.579;422.364;9.58
2017-12-15;2.353;2666.75;112.6;1256.44;1.1749;0.7646;1.2866;63.23;2085.54;109.293;422.117;9.42
2017-12-22;2.481;2686;113.29;1274.16;1.1862;0.7709;1.2729;65.25;2099.59;106.537;414.492;9.9
2017-12-29;2.4054;2676;112.69;1302.8;1.2005;0.7809;1.2571;66.87;2103.45;106.552;415.767;11.04
2018-01-05;2.4763;2742.5;113.05;1319.59;1.2029;0.7864;1.2412;67.62;2156.6;104.914;398.157;9.22
2018-01-12;2.5462;2788.75;111.06;1337.64;1.2202;0.7917;1.2459;69.87;2185.31;101.885;395.357;10.16
2018-01-19;2.6592;2811;110.77;1331.84;1.2222;0.7995;1.2493;68.61;2207.4;101.013;392.321;11.27
2018-01-26;2.6599;2874.5;108.58;1349.12;1.2427;0.811;1.2308;70.52;2248.93;98.386;385.952;11.08
2018-02-02;2.8411;2756.75;110.17;1333.39;1.2463;0.7931;1.2429;68.58;2171.54;95.727;383;17.31
2018-02-09;2.8512;2619;108.8;1316.65;1.2252;0.7813;1.2581;62.79;2050.9;104.14;416.501;29.06
2018-02-16;2.8749;2735;106.21;1346.96;1.2406;0.7905;1.2558;64.84;2137.91;104.116;399.542;19.46
2018-02-23;2.866;2748.75;106.89;1328.71;1.2295;0.7843;1.2633;67.31;2140.91;106.027;404.954;16.49
2018-03-02;2.8643;2690.25;105.75;1322.75;1.2317;0.776;1.2882;64.37;2089.84;109.904;407.426;19.59
2018-03-09;2.8938;2784;106.82;1323.93;1.2307;0.7844;1.2812;65.49;2149.32;109.076;400.16;14.64
2018-03-16;2.8445;2752.75;106.01;1314.24;1.229;0.7713;1.3096;66.21;2134.05;113.25;407.45;15.8
2018-03-23;2.8135;2597.75;104.74;1347.33;1.2353;0.7699;1.2895;70.45;2036.55;118.38;421.66;24.87
2018-03-30;2.7389;2643;106.28;1325.48;1.2324;0.7679;1.29;70.27;2066.84;119.6;421.25;19.97
2018-04-06;2.7735;2605.75;106.93;1333.03;1.2281;0.7684;1.2782;67.11;2052.78;117.32;415.52;21.49
2018-04-13;2.8267;2657.25;107.35;1346.2;1.2331;0.7764;1.2608;72.58;2088.98;114.13;402.84;17.41
2018-04-20;2.9602;2671.5;107.66;1336.36;1.2288;0.7672;1.2761;74.06;2099.74;114.1;398.29;16.88
2018-04-27;2.9568;2671.5;109.05;1324;1.213;0.7581;1.2828;74.64;2096.05;117.74;408.96;15.41
2018-05-04;2.9497;2663;109.12;1314.5;1.196;0.7539;1.2846;74.87;2089.44;121.51;421.44;14.77
2018-05-11;2.9695;2729.5;109.39;1319.3;1.1943;0.7543;1.2795;77.12;2131.96;120.03;417;12.65
2018-05-18;3.0559;2713;110.78;1293.04;1.1772;0.7511;1.2885;78.51;2120.8;121.91;420.89;13.42
2018-05-25;2.9313;2718.25;109.41;1302.25;1.1651;0.7548;1.2973;76.44;2110.8;125.99;431.49;13.22
2018-06-01;2.9022;2733.75;109.54;1293.4;1.1659;0.7569;1.2951;76.79;2109.19;130.37;443.81;13.46
2018-06-08;2.9461;2778.75;109.55;1298.17;1.1769;0.7601;1.2928;76.46;2137.74;131.37;438.35;12.18
2018-06-15;2.9205;2776.5;110.66;1278.94;1.161;0.7442;1.3184;73.44;2134.15;130.3;439.87;11.98
2018-06-22;2.8949;2759.5;109.97;1270.56;1.1651;0.744;1.3269;75.55;2114.9;135.45;444.68;13.77
2018-06-29;2.8601;2721.5;110.76;1252.6;1.1684;0.7405;1.3133;79.44;2089.3;138.66;462.76;16.09
2018-07-06;2.8217;2763;110.47;1255.48;1.1746;0.743;1.3084;77.11;2113.74;136.48;460;13.37
2018-07-13;2.8271;2803.25;112.38;1244.32;1.1685;0.7424;1.316;75.33;2134.6;132.43;451.32;12.18
2018-07-20;2.8931;2800.75;111.41;1229.53;1.1724;0.7415;1.3145;73.07;2139.17;130.59;446.54;12.86
2018-07-27;2.9542;2817.5;111.05;1224.22;1.1657;0.74;1.3055;74.29;2156.11;125.23;432.63;13.03
2018-08-03;2.9488;2839.5;111.25;1214.9;1.1568;0.7404;1.2991;73.21;2155.39;124.99;435.64;11.64
2018-08-10;2.8732;2836.75;110.83;1210.57;1.1413;0.7302;1.314;72.81;2139.84;129.71;455;13.16
2018-08-17;2.8605;2852.25;110.5;1184.25;1.1438;0.7313;1.3061;71.83;2138.11;129.01;459.72;12.64
2018-08-24;2.8098;2876.75;111.24;1205.35;1.1622;0.7329;1.3026;75.82;2161.61;130.01;458.42;11.99
2018-08-31;2.8604;2902;111.03;1201.15;1.1602;0.7189;1.304;77.42;2175.5;131.35;464.45;12.86
2018-09-07;2.9388;2874.75;110.99;1196.93;1.1553;0.7107;1.3161;76.83;2137.6;130.49;461.87;14.88
2018-09-14;2.9959;2906.25;112.06;1194.85;1.1625;0.7153;1.3036;78.09;2166.59;126.22;447.09;12.07
2018-09-21;3.0628;2943;112.59;1200.04;1.1749;0.729;1.2916;78.8;2200.01;124.06;437.54;11.68
2018-09-28;3.0612;2919;113.7;1190.88;1.1604;0.7224;1.2908;82.72;2184.01;123.58;435.08;12.12
2018-10-05;3.2328;2894;113.72;1203.63;1.1524;0.7052;1.2939;84.16;2151.42;122.03;435.94;14.82
2018-10-12;3.1613;2768.5;112.21;1217.05;1.156;0.7114;1.3024;80.43;2063.44;126.25;450.18;21.31
2018-10-19;3.1921;2767.5;112.55;1226.49;1.1514;0.7119;1.3104;79.78;2062.33;127.68;451.26;19.89
2018-10-26;3.0755;2669.5;111.91;1233.53;1.1403;0.709;1.3106;77.62;1981.89;134.64;476.96;24.16
2018-11-02;3.2121;2724.25;113.2;1232.89;1.1388;0.7193;1.311;72.83;2036.7;132.43;461.23;19.51
2018-11-09;3.1819;2779;113.83;1209.65;1.1336;0.7226;1.3212;70.18;2063.16;132.23;461.4;17.36
2018-11-16;3.0628;2743;112.83;1223.36;1.1415;0.7332;1.3148;66.76;2031.76;143.9;499.27;18.14
2018-11-23;3.039;2629.5;112.96;1223.05;1.1337;0.7233;1.3238;58.8;1975.09;147.3;514.03;21.52
2018-11-30;2.9879;2758.25;113.57;1220.52;1.1317;0.7306;1.3292;58.71;2041.36;151.495;514.683;18.07
2018-12-07;2.845;2636;112.69;1249.31;1.1379;0.7208;1.3322;61.67;1965.24;157.96;528.48;23.23
2018-12-14;2.8895;2602;113.39;1239.02;1.1306;0.7172;1.3384;60.28;1942.55;153.1;524.45;21.63
2018-12-21;2.7902;2467.75;111.22;1256.94;1.1372;0.704;1.3602;53.82;1834.97;159.22;565.15;30.11
2018-12-28;2.7182;2486;110.27;1280.71;1.1444;0.7047;1.3638;52.2;1870.8;161.51;575.31;28.34
2019-01-04;2.6677;2531.25;108.51;1286.05;1.1395;0.7113;1.3374;57.06;1904.18;163.94;565.68;21.38
2019-01-11;2.7007;2595;108.48;1290.25;1.1469;0.7215;1.3267;60.48;1957.17;159.95;530.75;18.19
2019-01-18;2.7842;2671.5;109.78;1282.11;1.1363;0.7168;1.326;62.7;2000.76;153.47;508.63;17.8
2019-01-22;2.7499;2655.5;109.42;1284.34;1.1361;0.7132;1.3332;62.19;2000.77;153.44;508.64;18.5
